Date,AAPL,ABBV,ABT,ACN,ADBE,AMAT,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DUK,EMR,FDX,GD,GE,GEV,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,ISRG,JNJ,JPM,KO,LIN,LLY,LMT,LOW,LRCX,MA,MCD,MDLZ,MDT,META,MMM,MO,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PLTR,PM,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TMO,TMUS,TSLA,TXN,UBER,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2024-06-25,-0.11873949221334601,-0.07892072518284188,-0.012088588339997486,-0.004053243505472093,-0.09014919522523757,-0.0748795618543876,0.001121939063757238,-0.04179430080699853,-0.04115424997297645,-0.02921841036711026,-0.1381760517104964,0.020682966085599053,-0.016781831931812485,-0.01147605016858777,-0.007886164244199634,-0.07219937507049368,-0.019218904182166652,-0.01564758390185106,-0.01254064323607218,0.02284993228684984,0.06643866945669608,-0.05302455045535237,0.00723886905528226,0.019128670945546933,0.022609492871123127,-0.07430250058377075,0.13213930904986626,-0.016738253549196447,-0.08607366251653414,-0.00968517053571527,0.025762084980015643,0.027773515983029573,-0.015298987493430172,0.015620430470461355,0.041070298587646326,-0.03406663709049673,0.004181831566044791,0.033462546364149026,-0.12234811047468619,-0.06488793643386104,-0.06408481785071607,-0.06130012475275293,-0.06160281334049622,-0.004360792973031824,-0.04216049185916182,-0.07553035087340332,-0.011308432474754326,-0.021941500095940425,0.048002359560690766,-0.11024368406651397,0.016766828934259737,-0.005840101724703173,-0.036162875007552664,-0.023794641395292304,-0.11894361549139809,-0.008876371608919076,0.0010574418261212193,-0.10096611266367472,-0.00984030538883518,-0.004346329749800315,0.014524113471420574,0.011919318826353886,-0.09731405344373156,-0.025525120339953133,-0.03935398708225679,-0.020025983252477175,0.011322161345099002,-0.05608900881888079,-0.11760498623105953,0.024791232880238212,-0.0577972201625232,-0.040703221010163215,0.004405455688630933,-0.2148512028449996,-0.12152455701327725,0.05913117099937182,0.024398827914098975,-0.008217985892339241,-0.18532819883410556,-0.037309137217762744,-0.006138465948804406,0.03642916399208718,-0.012386513922516773,-0.021565027570493278,-0.011014824534523848,-0.03565923671369431,-0.06983401682519919,0.04808434190560695,-0.08085703717957382,-0.07833544480282084,0.014293612213387985,-0.12232702776655824,0.05857756432517869,0.03167955252028165,0.03407633080751993,-0.0,0.0025525346726918974,-0.041846407058638846,0.04155492947797501,-0.03979031402851185,-0.007576424750625366
2024-06-26,-0.12248660297969716,-0.08971095768405202,-0.008946609652138227,-0.01206028227153877,-0.11196176364298083,-0.05106607606460112,0.05301759612803181,-0.022822562899470933,-0.04485209638075882,-0.07114799784426862,-0.13440110881484357,0.03148876307579984,-0.022805384082649205,0.01165738869097066,0.0071078537851483325,-0.051693964962591155,-0.013738951125462862,-0.0305526713450317,-0.006995424947589868,0.036646675955997354,0.06354249975223636,-0.052840192009121045,0.008303060867084211,0.006176229479209483,0.03104474462354212,-0.05817982080687423,0.10701828607967145,-0.009478767377494757,-0.0916456618713486,0.011410477887510706,-0.003440424934402886,0.034972284808240106,-0.004127361918215611,0.021728497122106782,0.06436260061016397,-0.2028361417368516,0.016988295563623135,0.03998084166550153,-0.014484632202728331,-0.06820880723329514,-0.040370418408158804,-0.052463635274649256,-0.052008864320091774,0.005553900663931799,-0.058739600668839875,-0.06880656770971383,-0.005734490477486975,0.005859315446809066,-0.05023145432080378,-0.0931455869743425,0.0010206651367250519,0.016342065320998467,-0.041080543231901245,-0.009774834469465699,-0.11620816179273308,-0.005967056686659866,-0.016588458667961437,-0.08980687551692412,-0.002659689322389802,-0.005400701106043959,0.024304327349622845,0.0272208913470523,-0.07404434173402219,-0.017859033177793693,-0.041433489566600645,-0.021597569039683018,0.02101641287819811,-0.05114369857326917,-0.09939000693591948,0.03608846146870903,-0.04783910312534423,-0.029183404591893947,-0.020852811184696174,-0.18729741056202176,-0.12464411079842797,0.055819231358496424,0.05055404298387223,-0.012823065507441056,-0.1470728281259206,-0.03359159060830752,0.0580970592123925,0.04714398555135002,-0.0035503508934033867,-0.01369886328650427,-0.0059163594342104275,-0.011190206884526654,-0.07199992340541894,0.043659828560656755,-0.06616813292749812,-0.09557012440884316,0.030525206022158136,-0.1025520715657604,0.043443200316383934,0.030875684151362326,0.0036782004713734606,0.02023181381517647,0.0032425865113006047,-0.03220937933906631,0.053147353433086186,-0.044509013202371994,-0.008728720793494071
2024-06-27,-0.12690140100012526,-0.08787145767723081,-0.026483579851778183,-0.018338779886743595,-0.14282134927972434,-0.0506506083762841,0.07074179445528272,-0.04497145114157597,-0.06437492529782163,-0.08619276823008559,-0.12690604567156782,0.03730254661717436,-0.042437700468788364,-0.0042910144141450335,-0.022321396488655942,-0.06029068162682627,-0.019277348924989113,-0.025191456292462222,-0.010027279949860413,0.014411580361718412,0.05486767877507548,-0.06776132691414172,0.00674638650326187,0.01895768526700814,0.04194686921671742,-0.04605418893229385,0.06292848401384576,-0.025280851300743645,-0.08819690783878498,0.01710260318342771,-0.020364476789511254,0.026864027629102782,0.002635696823745204,0.0058312156827430295,0.03355642296983663,-0.19773528519932704,0.0162774394765679,0.04781668403772299,0.010163370192509902,-0.08967884668604609,-0.06057648996905507,-0.05085184002544141,-0.052283463165979205,0.024251795481740834,-0.046133152059389504,-0.07631298276928078,-0.007013935025001139,0.01513199913359109,-0.08569725525815342,-0.10991693066962971,-0.009835114226032893,0.0016541788159800674,-0.04182950955006315,-0.02724540775996953,-0.12524445243879412,-0.025736356535999816,-0.020569333283084967,-0.08910490767121071,0.0052350045775156895,-0.024872463862816385,0.014355463525998147,0.03256083385046893,-0.08367199366202249,-0.04550055099953276,-0.021440277977062827,-0.03574155941287027,0.029390967225049636,-0.05235651951550713,0.0033165012353923995,0.04298302058684034,-0.054452950677082335,-0.0278053321069045,-0.062110697921161195,-0.08866622004217994,-0.12603417376228543,0.033504626174040375,0.017667872521698658,-0.02151936910827601,-0.19809977327468298,-0.028403132430660172,0.08039353283136985,0.046436677336584076,-0.022715369647870798,-0.03912973417102861,-0.006448396284064684,-0.031281705048930464,-0.08569755351939712,0.037400787146668946,-0.0644801498452876,-0.11694482698130315,0.030911811683025037,-0.1073676925531788,0.0301309875897533,0.018625709821152303,0.012719610343651655,0.002263059644078025,0.016200446771675647,-0.037093548115674446,0.03463351207191856,-0.04366517733669939,-0.00034819887411696726
2024-06-28,-0.106837046542128,-0.10808172506788583,-0.03156952170208038,-0.03281475202719286,-0.16319089390240782,-0.0773341693505849,0.017742477210914376,-0.05425658582997528,-0.0575949622202685,-0.06169649194562776,-0.15816674418297394,0.018606461395830443,-0.060355380010087556,-0.033364964681310116,-0.03687664287431214,-0.0632860401011428,-0.04749209210642702,-0.03180100012757903,-0.006706405700803497,-0.023383341632494448,0.014817573696365938,-0.06298610153136641,-0.032155952317706626,-0.020641327978015767,0.007548859532251928,-0.053898000913369826,0.05345697200994637,-0.03103281149354853,-0.10042855624329516,0.0030593773644844724,-0.027709464048887078,0.0227082358332813,0.01576128747619887,0.0018918940751470048,0.0068517362907283275,-0.22997888059966698,0.011380681219308464,0.02830081289609121,0.03276573831977181,-0.09372237179087262,-0.09246158668254356,-0.03511095559391464,-0.03672006776705028,0.004621190707144063,-0.06358524711831492,-0.08357437672982981,-0.03531840322037505,-0.027879204088367082,-0.09849890770930325,-0.1165913978881743,-0.011908112862545117,-0.020948046530790077,-0.03960928969911981,-0.032941136010051775,-0.11564568992247826,-0.038720220114828896,-0.0288887599926253,-0.11917350672419968,0.0029608336979680683,-0.02857010388254211,0.015982602543322733,0.02551582242233097,-0.06400347376366677,-0.04745809653385069,-0.030942797971360347,0.010797111312495722,0.0008225685692097029,-0.04142876664481587,0.00038023337640935573,0.07057029218515021,-0.03094926887200633,0.17459855194512308,-0.0759793240818889,-0.07598651575706805,-0.14110239994750762,0.02874396600430318,-0.005751258256482705,-0.020229139961609466,-0.20964657486557248,-0.030608735374755724,0.03967980010529215,0.03997326715154714,-0.012617015463772807,-0.044803733938860946,-0.004792891360460905,-0.04554897641406197,-0.11623818981213607,0.024542802699458077,-0.04721356177347569,-0.12310575027444859,0.0019496315093722183,-0.11935930946518458,-0.05508429680034621,-0.007395308774874376,-0.018153487759202447,-0.029620245254918354,0.023766878412053605,-0.05473146195107037,-0.010893583572185728,-0.042975850622759326,-0.013112942594076804
2024-07-01,-0.13309625875361752,-0.08994961856142858,-0.01435034163131288,-0.06232446391477153,-0.25599393522418623,-0.09637944726565983,0.05433281894209141,-0.03325593028119522,-0.025424596475809302,-0.09970995367904267,-0.20668112215895462,0.01437489293782035,-0.08075251489575797,-0.04202281811005104,-0.02892847685363642,-0.03707533300429233,-0.03356044201492492,-0.026086671459405464,0.008369797686695657,-0.024220894884362743,0.02997809500971882,-0.05069847001388017,0.018009045193430495,-0.025847965419070196,-0.006867425173569641,-0.037199097902845146,-0.1752213322091063,-0.030355617913775612,-0.037651641041579254,0.01099449377420103,0.016142622868710044,0.03152444423867806,0.03598807081769495,0.01924978403020694,0.02569887420196737,-0.20327675365844589,0.027728929976881256,0.031851478949991296,0.043180314773140216,-0.08429662960333206,-0.07816485325060651,-0.06418493634795697,-0.06443557716090575,-0.029829240443470795,-0.021295186716829395,-0.04997260959441019,-0.057175667291024634,-0.021530306806506472,-0.15595868949676905,-0.08143477625386164,-0.007984763263921613,-0.03070282709452976,-0.02906260967816432,-0.000481595500992249,-0.12184377468678065,-0.01875527424687773,0.008818283499125279,-0.11771645817462151,0.010156224299240346,0.001812686023469512,0.032862029423287975,0.034658164773617606,-0.08164241864479482,-0.024541824043791127,-0.03515802669873924,-0.033206072013028054,-0.019849780291381958,-0.1014300999890414,-0.04141276481218714,0.10023304484589468,-0.04006733883778435,0.17463616045700658,-0.22644531710036775,-0.12497935274098526,-0.22205152888986324,0.03698748314691258,-0.0007090943101608627,-0.000861048443445922,-0.1909801981571133,-0.031763118274462876,0.023291030323104533,0.058361607608700794,0.020695574709557296,-0.021424657719389284,0.013832072179743249,-7.233948853935246e-05,-0.07718465989459156,0.0367313255699272,-0.05310205136465229,-0.17377934163515962,0.0055190802039100095,-0.1088583192225634,-0.03134730401986263,0.013512359352058634,0.006649095951170136,-0.008903614195464371,0.029708689301706226,-0.034961656559896026,-0.023306845166257917,-0.03991355617145054,-0.008509537627800157
2024-07-02,-0.14574770564495076,-0.029273306132385546,-0.00988355891116477,-0.07630444608276132,-0.27644124810551696,-0.11986242545827341,0.015518253041381214,-0.01608610689180412,0.00957397122397452,-0.1335297961493611,-0.2515474668423403,0.016791773279192346,-0.043972735385141126,-0.029730745397485325,-0.01493024967069756,-0.039422851806169446,-0.028889669471121593,0.01557555363565255,0.017615800918163727,-0.03803576726963165,0.03178521580138183,-0.033993200019048375,0.046714752898486145,-0.020707572905638738,0.02026107221292417,-0.06108230215801025,-0.09277430129844677,-0.016774076206067523,0.034899338083090425,0.034196056585524714,0.022362719836140577,0.06281888299490279,0.05697243279288178,0.03630407162981075,0.02576687323784288,-0.1807027157486787,0.04656899839573814,0.0223447393656091,0.03462178988374276,-0.07731134491548808,-0.04631801752594211,-0.0739385695156074,-0.07508759806537313,-0.019911508872230588,-0.00029860903347489476,-0.05460209702955332,-0.06263123727970732,-0.0071312626813451185,-0.13840131588842874,-0.0912414276507536,0.004363831435241772,-0.03059743047093555,-0.011282501561375113,0.0092971811683632,-0.10528549252032438,0.0031893054292821965,0.03429893107805282,-0.15270241351920077,0.005413105983756994,0.03666148669508296,0.030292322305730313,0.04069347454851402,-0.09248733717342539,-0.014779470870147193,-0.017470569737650266,-0.02345143296767893,-0.018499731583380807,-0.10635223908057223,-0.06072000421392243,0.11364061945266968,-0.059162704840352465,0.19687377076894952,-0.20881984615783056,-0.11900677300867746,-0.22263005904872046,0.046444044281685914,0.02896015346806058,0.0038895016392769266,-0.19142064391666636,-0.015611136907801804,0.01906418056692727,0.06863934756791001,0.0422587180285261,-0.011872254008032268,0.03231819819204462,0.010460122126155547,-0.032930902132063844,0.05930854757694404,-0.028692120073130267,-0.29862978509082305,-0.017486349475937635,-0.09464065739479333,-0.01006048350377653,0.03144068908677666,0.02893534336305137,0.0019788914819891534,0.015524893479355928,0.0012150279438472023,-0.017523281050461526,-0.035127648907178344,0.026266517926125554
2024-07-03,-0.14183385827727268,-0.022785366229061577,0.00524936105458762,-0.08514336234184028,-0.29868807498946714,-0.13584809857020197,-0.002139962324646305,-0.006375468111523563,0.00285865388836426,-0.10793989231405021,-0.3122858823868919,0.004939071444562737,0.001408732487983566,-0.03181427954921889,-0.015108300140080244,-0.04311406920426131,-0.021808763005899845,0.04093844173521477,0.021745990369662294,-0.04102070680049552,0.002263565023142733,-0.03698515041039152,0.03078251038611557,-0.009480515212985097,-0.007903672333806178,-0.057972245959856394,-0.10282332924734794,-0.009431773942801813,0.05829590188608047,0.004763156786461442,0.010619083734321189,0.08081098486047567,0.04047862187776452,0.034522817078988854,-0.004860962262193569,-0.18782326022189233,0.044860178525916616,-0.009537883167028305,-0.013558712574944565,-0.06269259198310007,-0.023900564340270547,-0.07558327270231979,-0.07428108430823466,-0.02844078716514753,-0.017163965584884533,-0.0493925594761615,-0.063225972725657,-0.031033337308684183,-0.1633934762711211,-0.07663550074189462,0.01387562918387164,-0.034040405745138,-0.014164990942674871,-1.442141777108219e-07,-0.08040802369367728,0.0033575078087376697,0.01582603879591382,-0.1593945234448264,-0.011259185188932097,0.0375361378454504,0.00867035451248499,0.051911954768792956,-0.06906180958990182,-0.018644885646142972,-0.008718160304655775,0.014149803226139013,-0.028641572955954153,-0.11426276816141101,-0.06748858278334002,0.07566593345942929,-0.0768708516846055,0.2029661932054856,-0.1905894620485855,-0.11556976707059552,-0.21042928710445463,0.04291232143727586,0.05493003453391032,0.004980131337790739,-0.2124765830904416,0.002138880092357187,0.010198595758306284,0.06174909355203417,0.07090653631985777,-0.024319459475668825,0.03321333117303105,0.009144938126701585,-0.03720140650440262,0.05899976873664625,-0.031084062429372006,-0.39764030162357367,-0.026946056126114337,-0.11773008353104486,0.010999805236616367,0.012044386067428525,0.02073403017112152,-0.006896497527722367,0.005140979017036584,-0.0034163826221269566,-0.022244572498821835,-0.036766846994247704,-0.002708582376389934
2024-07-05,-0.16459979487686294,-0.031516153191650575,-0.005704344284875873,-0.038464291572678055,-0.28987227770295343,-0.14310613289333207,-0.07444207759483579,-0.011419563028659319,0.015697972160732654,-0.11520020120433316,-0.2839590816645652,0.0038700504835772476,0.020093274224602387,-0.02459125789434302,-0.0171564968080109,-0.036259734433191415,-0.013400373752528338,0.035615712566885005,-0.004004626409117584,-0.04915621881828014,-0.0023810537789898945,-0.034537922523598,0.03513434490610057,-0.01130265830837085,-0.002494001921035993,-0.07043824051184044,-0.12062510937267712,0.007809762919939733,0.060404945041290015,0.01165703691891784,0.021468788143640838,0.09046874324014265,0.05167919279184585,0.038623394990544346,-0.024234845725484178,-0.20190366219423206,0.04785729628812718,0.00545283943604935,-0.0809003874139047,-0.05217922106230688,-0.030550639509281385,-0.09734729696254174,-0.09798470982123098,-0.020755617000753457,-0.019252880811342132,-0.02417619982585162,-0.06157660400012954,-0.06626704053397336,-0.16902086216873236,-0.09136525356587577,0.008931021692976437,-0.03396639722591499,-0.004922408554599134,-0.01062299664808286,-0.09846387406947277,0.014353002565694273,0.01219222741292747,-0.181097141935179,-0.010612269891202342,0.044267643058325534,0.0099841351250759,0.059674269965990345,-0.133034382944768,-0.02748200619320973,-0.005960043618675526,0.011681603103793514,-0.031165839501519965,-0.12375325294641648,-0.03916597475584127,0.06558641927147535,-0.09345815220486564,0.2038208989729685,-0.2001042683966623,-0.080758942014314,-0.20621324928243423,0.04717798698202713,0.04883011032521889,0.010777796179963106,-0.232126654851462,0.003286489224030964,-0.006752282308835511,0.069786831808622,0.08141074249268132,-0.016807944497347238,0.03308134525562634,0.02921877754521518,-0.022888353974705344,0.051261070632034444,-0.0074756186911881795,-0.43914858456116534,-0.028401366937063743,-0.10085196280496,0.0304847522631414,0.0107635552673927,-0.005308468888189699,-0.014582221641904702,0.007561885141913582,0.006977828857309243,-0.01567305337510594,-0.051651653473985704,-0.00621289803445646
2024-07-08,-0.1631185009555809,-0.006528147503919168,0.01075259139114182,-0.02903592335951899,-0.2623958749981756,-0.10261011378455653,-0.07534455323115452,-0.013273353490828033,0.001976071880851582,-0.09934904362374031,-0.2394140452616924,-0.0022093073550362163,0.021121989131980823,-0.02269908269672416,-0.011037511904592678,-0.04248516551720449,-0.008265571829160212,0.015566075706365479,0.0018787837496225812,-0.04808154696180211,0.0011838283396572447,-0.041853518826840075,0.03843269997256826,-0.002435698893430871,-0.0,-0.05578321319744184,-0.08810729812208917,-0.009443848933355703,0.06276758606748378,0.004194120317311811,0.03935302377200045,0.1005848116340814,0.03626381126496159,0.02480626802342567,-0.015607629418259661,-0.19793010426517177,0.05869101206569094,-0.006028991675272044,-0.06654841358352281,-0.07041910407326801,-0.02307746579385439,-0.07695670664506782,-0.0788834775826941,-0.006801225240480324,-0.028280839572328187,-0.011277262740907235,-0.061297921089199736,-0.10428851336941092,-0.14855380949387031,-0.06540602335263301,0.0033569918923755937,-0.045862615967299236,0.007375930608584658,-0.0015169895728672778,-0.10368367977943804,0.007458753124758077,0.010571063206941789,-0.13578992972677084,0.0009403321829554168,0.04669401921922389,0.020522213347780816,0.058145139355837205,-0.07026515970781899,-0.02059355112747041,-0.007657262232873441,0.022537881979932672,-0.04065781987991102,-0.09959657094440844,0.021731298454879533,0.06411429178549921,-0.05454652755021305,0.2255088505906213,-0.08818223515212131,-0.047129242013653316,-0.18266321581178113,0.058168777137819094,0.05482221707156387,-0.002830359623702039,-0.20644607436732687,0.0013931825190452995,0.01892400235350289,0.0769088517927855,0.08119772054505814,0.015459364981001755,0.02039794024680852,0.030268520087592732,-0.027869033510707464,0.0671405730684792,0.0061019594282317735,-0.4453714425223214,-0.027488875079898945,-0.08249772607645234,0.023262994767933032,0.01767735643912327,0.014828874279593895,-0.022348420612189113,0.029508293306618305,-0.004353007406261433,-0.005623709012398059,-0.03860513098545937,0.008309799021829378
2024-07-09,-0.17585343380091611,0.003084905216267808,0.02522303782313262,-0.021663394977482264,-0.23550086983723162,-0.1340248326534188,-0.06187796738070128,-0.03343259747516525,0.009541076240282442,-0.07751349371832794,-0.24088424617730042,-0.021890506039618618,0.04273321885920012,-0.04967037631324467,-0.005007519496364354,-0.04634461982888505,-0.037301434944502665,-0.01470853229326119,0.0013622593579979414,-0.07442686867096504,0.0067927977531963,-0.032560170254591236,0.03206518532172575,-0.004546497992343301,0.009001843559942602,-0.0524661187403439,-0.0414522451590309,0.0008137653022265434,0.0544798054960377,0.018918962993549115,0.05673412906271513,0.10423384112006862,0.036678804287345934,0.01866611966247722,-0.03416053494866955,-0.17605493191095611,0.05820150674858582,-0.015626900269163357,-0.07903412302778201,-0.07425125275105704,-0.01692675389819387,-0.06900314642237104,-0.07054204079571802,-0.032154513868740686,-0.018091304649333395,-0.010314257115244363,-0.04922704885206164,-0.13708089684790292,-0.13580712617762414,-0.057754380602628386,-0.004302742426663286,-0.06028384874408621,0.01517640295012912,0.006107971757619346,-0.11371208535254573,0.017754163148033908,0.009704830456102487,-0.15843038150913769,0.00740235087267016,0.05714930460357848,0.03711683427387813,0.05799822496669338,-0.07446164675305478,-0.014966450010685195,-0.02210868978915448,0.02854721906807145,-0.05947328287935827,-0.08249332113267505,-0.009107971004477022,0.05971310895181814,-0.05739222032777502,0.2430003294703883,-0.05809487136003111,-0.08589241073974696,-0.13910915923434986,0.05787185165555686,0.03749994330525808,0.016679605732211278,-0.15132401578729815,0.01196238420660578,0.011077071771835367,0.06535408192892511,0.10703332040504521,-0.0037711500688757393,0.006738525072609747,0.027737604470360666,-0.02844614205048801,0.08212188565295797,0.004005126436250284,-0.47426089115991843,-0.019975532708299548,-0.0351233398454478,0.015385722516473965,0.028601393134591757,0.0238441729674147,-0.03455943297501318,0.041870976385550374,0.0007260100678163628,-0.03724246503330386,-0.040953102420951515,0.026585916686247546
2024-07-10,-0.18330034933567285,0.007555219690911774,0.04210825705247867,-0.024410544064387363,-0.2129643484025201,-0.1499121406684194,-0.09584804947094616,-0.05458688005092771,-0.021329059354051383,-0.08404769385719901,-0.24426254931220548,-0.02996389395713872,0.03421998306165408,-0.049270911468270784,-0.00646651392321651,-0.046408538216084816,-0.05634264427489577,-0.006394334481265362,-0.00016921426088223335,-0.08416961406635926,0.0013984751722052602,-0.037277703233699944,0.031402564864970284,0.022818447509608708,-0.0047321596203415695,-0.045802904103528164,-0.04603332329131882,-0.01802787798283334,0.06879245966049752,0.006086584756171853,0.04252309581376723,0.07837896293594504,0.04060108151499775,-0.0020464013869121445,-0.03259864464683737,-0.19030485839583555,0.0528776634298207,-0.023344901180877953,-0.1088968013228282,-0.07562743930208793,-0.0177167700825549,-0.09621619353056188,-0.09709623404100709,-0.05271382950209458,-0.05244138901861839,-0.027349380600907525,-0.04605610616298339,-0.1343526264718995,-0.1042286916245978,-0.06496493339347054,-0.015977474391104973,-0.04501850693356291,0.009270458470047593,-0.0028821802213090386,-0.10563653420986618,0.01939887510261984,-0.01878428251731812,-0.17314244930016165,0.034477612175965344,0.02232522547076221,0.02148037679310899,0.0752228356900293,-0.08572889860434163,-0.008030980617136585,-0.02692260638202315,0.019961825638350805,-0.06506067039535557,-0.100035447292246,-0.042533067198997854,0.033028246644889236,-0.05640164055702068,0.24867941311340913,-0.06345080846627993,-0.11608335261944291,-0.1282559305551645,0.043556947121325185,0.008047571518120411,0.0015562628437167936,-0.21921925042588053,-0.004702401893675878,-0.010550827081743375,0.06872637988883412,0.10954168400539255,-0.009468577429668334,-0.0064151979846609475,0.0220698375676327,-0.0508989474047179,0.07546870379320114,-0.0038927587555028786,-0.4833221551896607,-0.040948699447671544,0.0005771305285868777,-0.02519943065847463,0.01561603521743593,0.014458211406468524,-0.058691238375325305,0.05623152345152771,-0.019840919767191822,-0.023303665491267056,-0.06876153868024582,0.0073615117321519374
